title,description,category,wholesale_price,selling_price,mrp,stock,gst_percent,hsn_code,image_url_1,image_url_2,image_url_3,is_active
Awsum Mother's Day Special Chocolate Pound Cake - 200 g,"Awsum Mother's Day Special Chocolate Pound Cake ? indulgent chocolate treat with rich cocoa flavour, 200 g.",Groceries,194,188,200,10,12,2202,,,,
Awsum Vanilla Cream Roll - 45 g,"Awsum Vanilla Cream Roll ? hydrating formula to keep your skin soft and smooth, 45 g.",Groceries,48,47,50,10,12,405,,,,
"Axe Africa 3-in-1 Hair, Face & Body Wash - 400 ml","Axe Africa 3-in-1 Hair, Face & Body Wash ? quality product for everyday use, 400 ml.",Groceries,369,358,380,10,,,,,,
Ayuvya Ayurvedic Kansa Wand Roller / Facial Roller - 1 unit,"Ayuvya Ayurvedic Kansa Wand Roller / Facial Roller ? quality product for everyday use, 1 unit.",Health & Wellness,"1,018",988,"1,050",10,12,3005,,,,
B Natural Pomegrante Juice (No Added Sugar) - 750 ml,"B Natural Pomegrante Juice (No Added Sugar) ? refreshing drink to quench your thirst anytime, 750 ml.",Groceries,165,160,170,10,5,1701,,,,
Babique Bunny Cute Rabbit Plush Soft Toy - 1 unit,Babique Bunny Cute Rabbit Plush Soft Toy ? fun and engaging toy for kids of all ages.,Sports,367,356,378,10,18,9503,,,,
Babique Bunny Reversible Carrot Soft Toy - 1 unit,Babique Bunny Reversible Carrot Soft Toy ? fun and engaging toy for kids of all ages.,Sports,775,752,799,10,18,9503,,,,
Babique Cute Cloud Moon Star Soft Toy Cushion with Crown - 1 set,"Babique Cute Cloud Moon Star Soft Toy Cushion with Crown ? soft and comfortable home linen for daily use, 1 set.",Sports,853,827,879,10,18,9503,,,,
Babique Hoodie Teddy Bear - 1 unit,"Babique Hoodie Teddy Bear ? quality product for everyday use, 1 unit.",Fashion,814,789,839,10,12,6204,,,,
babique monkey cuddly couple plush soft toy - 1pkd,babique monkey cuddly couple plush soft toy ? fun and engaging toy for kids of all ages.,Sports,619,600,638,10,18,9503,,,,
Babique Monkey Monkey's Cuddly Couple Plush Soft Toy - 1 unit,Babique Monkey Monkey's Cuddly Couple Plush Soft Toy ? fun and engaging toy for kids of all ages.,Sports,619,600,638,10,18,9503,,,,
Babique Octopus Sitting Plush Soft Toy - 1 unit,Babique Octopus Sitting Plush Soft Toy ? fun and engaging toy for kids of all ages.,Sports,367,356,378,10,18,9503,,,,
Babique sitting pluto plush shoft toy - 1pc,Babique sitting pluto plush shoft toy ? fun and engaging toy for kids of all ages.,Sports,677,657,698,5,18,9503,,,,
Baby Dove Rich Moisture Baby Wash - 400 ml,"Baby Dove Rich Moisture Baby Wash ? gentle and safe product designed for your little one's comfort, 400 ml.",Beauty,388,376,400,10,18,3304,,,,
baby moments mild body wash (200ml) - 200ml,"baby moments mild body wash (200ml) ? gentle and safe product designed for your little one's comfort, 200ml.",Health & Wellness,242,234,249,30,12,3401,,,,
BabyPro Baby Safety Guard (/Door Guard) - 1 pack (4 pieces),"BabyPro Baby Safety Guard (/Door Guard) ? gentle and safe product designed for your little one's comfort, 1 pack (4 pieces).",Health & Wellness,581,564,599,10,12,3401,,,,
BabyPro Spoon & Fork Set (Blue) - 1 set,"BabyPro Spoon & Fork Set (Blue) ? gentle and safe product designed for your little one's comfort, 1 set.",Health & Wellness,339,328,349,10,12,3401,,,,
Badam Coconut Jaggery Barfi by GO DESi - 6 PIECE,"Badam Coconut Jaggery Barfi by GO DESi ? natural sweetener for everyday use in food and beverages, 6 PIECE.",Groceries,116,113,120,10,5,1701,,,,
Badshah Chicken Masala(Carton) - 100 GM,"Badshah Chicken Masala(Carton) ? freshly ground spice blend to add authentic flavour to your cooking, 100 GM.",Groceries,95,92,98,10,5,910,,,,
Badshah Coriander Powder - 100 g,"Badshah Coriander Powder ? freshly ground spice blend to add authentic flavour to your cooking, 100 g.",Beauty,398,386,410,10,18,3304,,,,
Badshah Kamal Chai Masala - 50 GM,"Badshah Kamal Chai Masala ? aromatic and refreshing brew to energise your day, 50 GM.",Groceries,67,65,69,10,5,910,,,,
Badshah Kasuri Methi - 100 g,"Badshah Kasuri Methi ? quality product for everyday use, 100 g.",Groceries,81,79,84,10,5,910,,,,
Badshah Pav Bhaji Masala - 100 GM,"Badshah Pav Bhaji Masala ? freshly ground spice blend to add authentic flavour to your cooking, 100 GM.",Groceries,93,90,96,10,5,910,,,,
Bagrry's Corn Flakes Plus Original & Healthier (with Fibre Power) - 800 GM,Bagrry's Corn Flakes Plus Original & Healthier (with Fibre Power) ? stylish accessory to complement your everyday look.,Groceries,344,334,355,10,5,1101,,,,
Bagrry's Tangy Masala High Protein Oats - 400 g,"Bagrry's Tangy Masala High Protein Oats ? freshly ground spice blend to add authentic flavour to your cooking, 400 g.",Groceries,267,259,275,10,12,2202,,,,
Bajaj Almond Drops Hair Serum - 50 ml,"Bajaj Almond Drops Hair Serum ? advanced skincare formula for radiant and healthy-looking skin, 50 ml.",Beauty,175,169,180,10,18,3304,,,,
Bajaj Almond Drops Non-Sticky Hair Oil - 475 ML,"Bajaj Almond Drops Non-Sticky Hair Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 475 ML.",Beauty,364,353,375,10,18,3304,,,,
bajaj electric rod - 1 pice,"bajaj electric rod ? quality product for everyday use, 1 pice.",Electronics,989,960,"1,020",1,18,8543,,,,
bajaj kettel - 1 mpice,bajaj kettel built for reliable daily home use with energy-efficient performance.,Electronics,"3,288","3,190","3,390",3,18,8543,,,,
Bajaj PYGMY Mini Portable Fan - 1 unit,Bajaj PYGMY Mini Portable Fan built for reliable daily home use with energy-efficient performance.,Electronics,"2,682","2,602","2,765",10,18,8543,,,,
Bakemate Bourbon Biscuit - 1 pack (5 x 100 g),"Bakemate Bourbon Biscuit ? crispy and delicious snack perfect for anytime munching, 1 pack (5 x 100 g).",Groceries,242,235,250,10,18,1806,,,,
Balaji Bhujia Sev - 400 GM,"Balaji Bhujia Sev ? crispy and delicious snack perfect for anytime munching, 400 GM.",Groceries,82,80,85,10,18,1806,,,,
Balaji Chana Dal Namkeen - 240 g,"Balaji Chana Dal Namkeen ? crispy and delicious snack perfect for anytime munching, 240 g.",Groceries,44,42,45,10,5,1101,,,,
Balaji Crunchem Chaat Chaska Wafers - 135 g,"Balaji Crunchem Chaat Chaska Wafers ? quality product for everyday use, 135 g.",Groceries,39,38,40,10,18,1806,,,,
Balaji Wafers Masala Sev Murmura Murukku Namkeen - 240 GM,"Balaji Wafers Masala Sev Murmura Murukku Namkeen ? crispy and delicious snack perfect for anytime munching, 240 GM.",Groceries,44,42,45,10,18,1806,,,,
Bambino Thin & Roasted Roasted Vermicelli - 450 g,"Bambino Thin & Roasted Roasted Vermicelli ? quality product for everyday use, 450 g.",Groceries,97,94,100,3,,,,,,
Barbie Fashionistas Doll with Bow - 1 unit,Barbie Fashionistas Doll with Bow ? fun and engaging toy for kids of all ages.,Sports,775,752,799,10,18,9503,,,,
Bare Anatomy Color Protect Shampoo - 250 ml,"Bare Anatomy Color Protect Shampoo ? nourishing formula for healthy, strong and shiny hair, 250 ml.",Beauty,577,560,595,10,18,3304,,,,
Bare Anatomy Ultra Smoothing Shampoo - 250 ML,"Bare Anatomy Ultra Smoothing Shampoo ? nourishing formula for healthy, strong and shiny hair, 250 ML.",Beauty,513,498,529,10,18,3304,,,,
Barilla Spaghetti Durum Wheat Semolina Pasta(Carton) - 500g,"Barilla Spaghetti Durum Wheat Semolina Pasta(Carton) ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500g.",Groceries,320,310,330,10,5,1101,,,,
Bark Out Loud Anti Microbial Skin Care Pet Spray (for Dogs and Cats) - 100ml,"Bark Out Loud Anti Microbial Skin Care Pet Spray (for Dogs and Cats) ? quality product for everyday use, 100ml.",Beauty,0,0,0,0,18,3304,,,,
bblunt hotshot heatprotection hair mist 150 ml - 1 pack,"bblunt hotshot heatprotection hair mist 150 ml ? quality product for everyday use, 1 pack.",Beauty,484,470,499,10,18,3304,,,,
BE bodyjuise 1%     Acid body wash 700ml - 1 pack,"BE bodyjuise 1%     Acid body wash 700ml ? quality product for everyday use, 1 pack.",Groceries,679,659,700,14,,,,,,
Be bodyjuise 1%    acid body wash 250ml - 1 pack,"Be bodyjuise 1%    acid body wash 250ml ? quality product for everyday use, 1 pack.",Groceries,339,328,349,10,,,,,,
Be Bodywise Aqua 4% AHA BHA Under Arm Roll-On - 50 ml,"Be Bodywise Aqua 4% AHA BHA Under Arm Roll-On ? quality product for everyday use, 50 ml.",Groceries,339,328,349,10,,,,,,
BECO natural floor cleaner - 1 pice,"BECO natural floor cleaner ? powerful cleaning formula for sparkling clean results every time, 1 pice.",Home,364,353,375,20,18,3402,,,,
biotique green apple shampoo & conditioner - 1 pice,"biotique green apple shampoo & conditioner ? nourishing formula for healthy, strong and shiny hair, 1 pice.",Beauty,387,375,399,40,18,3304,,,,
Biotique ocean kelp shampoo - 1 pice,"Biotique ocean kelp shampoo ? nourishing formula for healthy, strong and shiny hair, 1 pice.",Beauty,558,541,575,10,18,3304,,,,
Blinkit 3XL T-Shirt - 1 unit,Blinkit 3XL T-Shirt ? comfortable and stylish wear for everyday use.,Fashion,126,123,130,10,12,6204,,,,
boat rockers 425 - 1 pice,"boat rockers 425 ? quality product for everyday use, 1 pice.",Electronics,"2,909","2,822","2,999",1,18,8543,,,,
bonjour 100% cotton handker chiefs (6p) - 1 pice,"bonjour 100% cotton handker chiefs (6p) ? quality product for everyday use, 1 pice.",Groceries,543,527,560,10,,,,,,
Borosil hydra glacier (950ml) - 950 ml,"Borosil hydra glacier (950ml) ? quality product for everyday use, 950 ml.",Home,404,392,417,20,18,7615,,,,
Borosil Hydra trek black water bottle (700ml) - 700 ml,"Borosil Hydra trek black water bottle (700ml) ? pure and refreshing hydration for everyday use, 700 ml.",Home,"1,130","1,096","1,165",50,18,7615,,,,
bournvilie orange 50% Dark - 1 pack,"bournvilie orange 50% Dark ? quality product for everyday use, 1 pack.",Groceries,174,168,179,30,18,1806,,,,
bournville classic 50% Dark - 1 pack,"bournville classic 50% Dark ? quality product for everyday use, 1 pack.",Groceries,130,126,134,20,18,1806,,,,
Butter chicken masala - 1 pack,"Butter chicken masala ? creamy and fresh butter, perfect for cooking and spreading, 1 pack.",Groceries,96,93,99,10,12,405,,,,
Butter paper food grade 100% plastic free - 1 pack,"Butter paper food grade 100% plastic free ? creamy and fresh butter, perfect for cooking and spreading, 1 pack.",Groceries,228,221,235,20,12,405,,,,
cable lock CL3 - 1 set,"Fast and reliable cable lock cl3 for quick device charging, 1 set.",Electronics,203,197,209,25,18,8543,,,,
Camlin Scholar Geometry Box (Yellow) - 1 UNIT,"Camlin Scholar Geometry Box (Yellow) ? quality product for everyday use, 1 UNIT.",Home,146,141,150,25,12,4820,,,,
Campus sleeper - 1 unit,"Campus sleeper ? quality product for everyday use, 1 unit.",Groceries,775,752,799,10,,,,,,
casino kart - 1 unit,"casino kart ? quality product for everyday use, 1 unit.",Groceries,775,752,799,20,18,1806,,,,
casino kart playing cards - 1 uinit,"casino kart playing cards ? quality product for everyday use, 1 uinit.",Groceries,775,752,799,51,18,1806,,,,
celebrations chocolat - 1 pck,"celebrations chocolat ? refreshing drink to quench your thirst anytime, 1 pck.",Groceries,78,75,80,40,12,2202,,,,
Chappi Dry Puppy Food Chicken And Milk - 1 packed,"Chappi Dry Puppy Food Chicken And Milk ? nutritionally balanced pet food for a healthy and active pet, 1 packed.",Groceries,0,0,0,40,12,2309,,,,
Cheese ramen stir fry - 1 packed,"Cheese ramen stir fry ? smooth and rich cheese ideal for snacking, cooking and baking, 1 packed.",Groceries,153,149,158,10,12,405,,,,
Chheda's Golden Mixture Namkeen - 170 GM,"Chheda's Golden Mixture Namkeen ? crispy and delicious snack perfect for anytime munching, 170 GM.",Groceries,50,49,52,10,18,1806,,,,
Chheda's Mahalaxmi Chivda Namkeen - 170 g,"Chheda's Mahalaxmi Chivda Namkeen ? crispy and delicious snack perfect for anytime munching, 170 g.",Groceries,53,52,55,10,18,1806,,,,
Chili oil all purpose spicy bold crispy (170g) - 170 gram,"Chili oil all purpose spicy bold crispy (170g) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 170 gram.",Groceries,218,212,225,20,5,910,,,,
chocolate brownie - 1 paqcked,"chocolate brownie ? indulgent chocolate treat with rich cocoa flavour, 1 paqcked.",Groceries,77,74,79,40,12,2202,,,,
Chowmien ready in 5 minutes - 1 packed,"Chowmien ready in 5 minutes ? quality product for everyday use, 1 packed.",Groceries,29,28,30,10,18,1806,,,,
cinthol foam body wash ( cool 200ml ) - 1 pice,"cinthol foam body wash ( cool 200ml ) ? quality product for everyday use, 1 pice.",Groceries,116,113,120,20,,,,,,
Clear Drinking Mineral Water - 1 ltr,"Clear Drinking Mineral Water ? pure and refreshing hydration for everyday use, 1 ltr.",Groceries,19,19,20,20,12,2202,,,,
clinic plus health shampoo - 1 pice,"clinic plus health shampoo ? nourishing formula for healthy, strong and shiny hair, 1 pice.",Beauty,791,767,815,20,18,3304,,,,
Coca-Cola Vanilla Soft Drink (Zero Sugar) - 1 pice,"Coca-Cola Vanilla Soft Drink (Zero Sugar) ? refreshing drink to quench your thirst anytime, 1 pice.",Groceries,213,207,220,20,12,2202,,,,
cocoa rich (joy) 400 ml - 400 ml,"cocoa rich (joy) 400 ml ? indulgent chocolate treat with rich cocoa flavour, 400 ml.",Groceries,484,470,499,20,12,2202,,,,
coctel oil bitter - 1 unite,"coctel oil bitter ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 unite.",Groceries,485,470,500,6,5,1515,,,,
colin glass cleaner spray (500ml) - 500ml,"colin glass cleaner spray (500ml) ? powerful cleaning formula for sparkling clean results every time, 500ml.",Groceries,161,156,166,30,,,,,,
colm glass multisurface cleaner 5x shine - 1pc,"colm glass multisurface cleaner 5x shine ? powerful cleaning formula for sparkling clean results every time, 1pc.",Groceries,222,215,229,30,,,,,,
ColourToons Dino Herbal Gulal (Yellow) by Cock - 70 g,"ColourToons Dino Herbal Gulal (Yellow) by Cock ? quality product for everyday use, 70 g.",Health & Wellness,77,74,79,30,12,3005,,,,
Compastable plates (25 pieces) - 1pkd,"Compastable plates (25 pieces) ? quality kitchenware for everyday cooking and dining, 1pkd.",Groceries,145,140,149,10,12,2106,,,,
Conite Board marker pen - 1pkd,"Conite Board marker pen ? quality product for everyday use, 1pkd.",Home,"1,086","1,054","1,120",10,12,4820,,,,
cookies chocolate - 1pc,"cookies chocolate ? indulgent chocolate treat with rich cocoa flavour, 1pc.",Groceries,48,46,49,20,12,2202,,,,
Corn flore ( Ahaar) - 1pkd,"Corn flore ( Ahaar) ? quality product for everyday use, 1pkd.",Groceries,223,216,230,20,5,1101,,,,
COSCO dribble basket ball - 1pc,"COSCO dribble basket ball ? quality product for everyday use, 1pc.",Sports,727,705,749,1,18,9503,,,,
cotton table cover - 1pkd,"cotton table cover ? quality product for everyday use, 1pkd.",Groceries,"2,230","2,163","2,299",4,,,,,,
Creamy tomato pasta - 1pkd,"Creamy tomato pasta ? hydrating formula to keep your skin soft and smooth, 1pkd.",Groceries,87,85,90,60,12,405,,,,
Crompton dry iron - 1pc,Crompton dry iron built for reliable daily home use with energy-efficient performance.,Electronics,"1,116","1,082","1,150",3,18,8543,,,,
crown electric charcol starter - 1pc,"crown electric charcol starter ? quality product for everyday use, 1pc.",Groceries,679,659,700,3,,,,,,
curl intensifying leave in conditioner 140 ml - 140ml,"curl intensifying leave in conditioner 140 ml ? nourishing formula for healthy, strong and shiny hair, 140ml.",Beauty,484,470,499,10,18,3304,,,,
curlup weightless curl 150 ml - 150ml,"curlup weightless curl 150 ml ? quality product for everyday use, 150ml.",Electronics,630,612,650,20,18,8543,,,,
Daawat sehat mini mogra  rice - 500g,"Daawat sehat mini mogra  rice ? premium quality rice with long grains, ideal for everyday meals, 500g.",Fashion,49,48,51,20,12,6204,,,,
dabur vatika amla & bhringraj shampoo - 1pc,"dabur vatika amla & bhringraj shampoo ? nourishing formula for healthy, strong and shiny hair, 1pc.",Beauty,278,270,287,6,18,3304,,,,
dabur vatika shampoo henna & amla - 1pc,"dabur vatika shampoo henna & amla ? nourishing formula for healthy, strong and shiny hair, 1pc.",Beauty,278,270,287,16,18,3304,,,,
dabur vatika shampoo lemon - 1pc,"dabur vatika shampoo lemon ? nourishing formula for healthy, strong and shiny hair, 1pc.",Beauty,278,270,287,6,18,3304,,,,
daily moisturizing milky soft 200 ml - 200ml,"daily moisturizing milky soft 200 ml ? quality product for everyday use, 200ml.",Beauty,267,259,275,10,18,3304,,,,
Dairy milk - 1pc,"Dairy milk ? quality product for everyday use, 1pc.",Groceries,10,9,10,50,18,1806,,,,
Dark chocolate - 1pc,"Dark chocolate ? indulgent chocolate treat with rich cocoa flavour, 1pc.",Groceries,175,169,180,40,12,2202,,,,
Dark compound chocolate - 1pc,"Dark compound chocolate ? indulgent chocolate treat with rich cocoa flavour, 1pc.",Groceries,222,215,229,30,12,2202,,,,
Dawat Rozana Gold Basmati Rice - 1kg,"Dawat Rozana Gold Basmati Rice ? premium quality rice with long grains, ideal for everyday meals, 1kg.",Groceries,107,104,110,20,5,1101,,,,
Dawat Rozana Rice - 1kg,"Dawat Rozana Rice ? premium quality rice with long grains, ideal for everyday meals, 1kg.",Groceries,87,85,90,20,5,1101,,,,
denver bodywash 200ml - 200ml,"denver bodywash 200ml ? effective cleansing formula for soft and fresh skin, 200ml.",Beauty,145,140,149,20,18,3304,,,,
denver hamilton exclusive collection - 1pc,"denver hamilton exclusive collection ? quality product for everyday use, 1pc.",Beauty,775,752,799,8,18,3304,,,,
dettol foaming 250 ml - 250ml,"dettol foaming 250 ml ? quality product for everyday use, 250ml.",Groceries,154,150,159,20,,,,,,
dettol multi surface spray spring blossom - 1pc,"dettol multi surface spray spring blossom ? quality product for everyday use, 1pc.",Groceries,189,183,195,10,,,,,,
dettol original 50 ml - 50ml,"dettol original 50 ml ? quality product for everyday use, 50ml.",Groceries,34,33,35,20,,,,,,
